path,class,width,height,format,mode
data\Non-Sperm\Non-Sperm (501).bmp,Non-Sperm,178,203,BMP,RGB
data\Non-Sperm\Non-Sperm (502).bmp,Non-Sperm,175,173,BMP,RGB
data\Non-Sperm\Non-Sperm (503).bmp,Non-Sperm,173,166,BMP,RGB
data\Non-Sperm\Non-Sperm (504).bmp,Non-Sperm,149,166,BMP,RGB
data\Non-Sperm\Non-Sperm (505).bmp,Non-Sperm,177,201,BMP,RGB
data\Non-Sperm\Non-Sperm (506).bmp,Non-Sperm,204,177,BMP,RGB
data\Non-Sperm\Non-Sperm (507).bmp,Non-Sperm,159,162,BMP,RGB
data\Non-Sperm\Non-Sperm (508).bmp,Non-Sperm,162,146,BMP,RGB
data\Non-Sperm\Non-Sperm (509).bmp,Non-Sperm,153,157,BMP,RGB
data\Non-Sperm\Non-Sperm (51).bmp,Non-Sperm,144,190,BMP,RGB
data\Non-Sperm\Non-Sperm (510).bmp,Non-Sperm,155,164,BMP,RGB
data\Non-Sperm\Non-Sperm (511).bmp,Non-Sperm,176,214,BMP,RGB
data\Non-Sperm\Non-Sperm (512).bmp,Non-Sperm,152,154,BMP,RGB
data\Non-Sperm\Non-Sperm (513).bmp,Non-Sperm,164,170,BMP,RGB
data\Non-Sperm\Non-Sperm (514).bmp,Non-Sperm,161,167,BMP,RGB
data\Non-Sperm\Non-Sperm (515).bmp,Non-Sperm,214,176,BMP,RGB
data\Non-Sperm\Non-Sperm (516).bmp,Non-Sperm,193,178,BMP,RGB
data\Non-Sperm\Non-Sperm (517).bmp,Non-Sperm,158,168,BMP,RGB
data\Non-Sperm\Non-Sperm (518).bmp,Non-Sperm,168,161,BMP,RGB
data\Non-Sperm\Non-Sperm (519).bmp,Non-Sperm,167,181,BMP,RGB
data\Non-Sperm\Non-Sperm (52).bmp,Non-Sperm,183,215,BMP,RGB
data\Non-Sperm\Non-Sperm (520).bmp,Non-Sperm,167,185,BMP,RGB
data\Non-Sperm\Non-Sperm (521).bmp,Non-Sperm,205,186,BMP,RGB
data\Non-Sperm\Non-Sperm (522).bmp,Non-Sperm,159,172,BMP,RGB
data\Non-Sperm\Non-Sperm (523).bmp,Non-Sperm,179,143,BMP,RGB
data\Non-Sperm\Non-Sperm (524).bmp,Non-Sperm,155,160,BMP,RGB
data\Non-Sperm\Non-Sperm (525).bmp,Non-Sperm,182,197,BMP,RGB
data\Non-Sperm\Non-Sperm (526).bmp,Non-Sperm,158,170,BMP,RGB
data\Non-Sperm\Non-Sperm (527).bmp,Non-Sperm,184,207,BMP,RGB
data\Non-Sperm\Non-Sperm (528).bmp,Non-Sperm,176,153,BMP,RGB
data\Non-Sperm\Non-Sperm (529).bmp,Non-Sperm,157,152,BMP,RGB
data\Non-Sperm\Non-Sperm (53).bmp,Non-Sperm,172,159,BMP,RGB
data\Non-Sperm\Non-Sperm (530).bmp,Non-Sperm,150,167,BMP,RGB
data\Non-Sperm\Non-Sperm (531).bmp,Non-Sperm,195,186,BMP,RGB
data\Non-Sperm\Non-Sperm (532).bmp,Non-Sperm,183,144,BMP,RGB
data\Non-Sperm\Non-Sperm (533).bmp,Non-Sperm,162,159,BMP,RGB
data\Non-Sperm\Non-Sperm (534).bmp,Non-Sperm,158,153,BMP,RGB
data\Non-Sperm\Non-Sperm (535).bmp,Non-Sperm,144,166,BMP,RGB
data\Non-Sperm\Non-Sperm (536).bmp,Non-Sperm,182,181,BMP,RGB
data\Non-Sperm\Non-Sperm (537).bmp,Non-Sperm,157,160,BMP,RGB
data\Non-Sperm\Non-Sperm (538).bmp,Non-Sperm,161,153,BMP,RGB
data\Non-Sperm\Non-Sperm (539).bmp,Non-Sperm,164,145,BMP,RGB
data\Non-Sperm\Non-Sperm (54).bmp,Non-Sperm,180,143,BMP,RGB
data\Non-Sperm\Non-Sperm (540).bmp,Non-Sperm,160,169,BMP,RGB
data\Non-Sperm\Non-Sperm (541).bmp,Non-Sperm,169,173,BMP,RGB
data\Non-Sperm\Non-Sperm (542).bmp,Non-Sperm,204,201,BMP,RGB
data\Non-Sperm\Non-Sperm (543).bmp,Non-Sperm,170,148,BMP,RGB
data\Non-Sperm\Non-Sperm (544).bmp,Non-Sperm,157,170,BMP,RGB
data\Non-Sperm\Non-Sperm (545).bmp,Non-Sperm,202,184,BMP,RGB
data\Non-Sperm\Non-Sperm (546).bmp,Non-Sperm,215,154,BMP,RGB
data\Non-Sperm\Non-Sperm (547).bmp,Non-Sperm,161,145,BMP,RGB
data\Non-Sperm\Non-Sperm (548).bmp,Non-Sperm,168,178,BMP,RGB
data\Non-Sperm\Non-Sperm (549).bmp,Non-Sperm,157,156,BMP,RGB
data\Non-Sperm\Non-Sperm (55).bmp,Non-Sperm,194,151,BMP,RGB
data\Non-Sperm\Non-Sperm (550).bmp,Non-Sperm,158,154,BMP,RGB
data\Non-Sperm\Non-Sperm (551).bmp,Non-Sperm,161,172,BMP,RGB
data\Non-Sperm\Non-Sperm (552).bmp,Non-Sperm,158,159,BMP,RGB
data\Non-Sperm\Non-Sperm (553).bmp,Non-Sperm,153,158,BMP,RGB
data\Non-Sperm\Non-Sperm (554).bmp,Non-Sperm,177,195,BMP,RGB
data\Non-Sperm\Non-Sperm (555).bmp,Non-Sperm,153,147,BMP,RGB
data\Non-Sperm\Non-Sperm (556).bmp,Non-Sperm,201,168,BMP,RGB
data\Non-Sperm\Non-Sperm (557).bmp,Non-Sperm,141,166,BMP,RGB
data\Non-Sperm\Non-Sperm (558).bmp,Non-Sperm,148,151,BMP,RGB
data\Non-Sperm\Non-Sperm (559).bmp,Non-Sperm,187,158,BMP,RGB
data\Non-Sperm\Non-Sperm (56).bmp,Non-Sperm,168,185,BMP,RGB
data\Non-Sperm\Non-Sperm (560).bmp,Non-Sperm,198,216,BMP,RGB
data\Non-Sperm\Non-Sperm (561).bmp,Non-Sperm,173,195,BMP,RGB
data\Non-Sperm\Non-Sperm (562).bmp,Non-Sperm,168,185,BMP,RGB
data\Non-Sperm\Non-Sperm (563).bmp,Non-Sperm,156,150,BMP,RGB
data\Non-Sperm\Non-Sperm (564).bmp,Non-Sperm,155,147,BMP,RGB
data\Non-Sperm\Non-Sperm (565).bmp,Non-Sperm,167,150,BMP,RGB
data\Non-Sperm\Non-Sperm (566).bmp,Non-Sperm,187,158,BMP,RGB
data\Non-Sperm\Non-Sperm (567).bmp,Non-Sperm,158,170,BMP,RGB
data\Non-Sperm\Non-Sperm (568).bmp,Non-Sperm,143,163,BMP,RGB
data\Non-Sperm\Non-Sperm (569).bmp,Non-Sperm,163,142,BMP,RGB
data\Non-Sperm\Non-Sperm (57).bmp,Non-Sperm,218,150,BMP,RGB
data\Non-Sperm\Non-Sperm (570).bmp,Non-Sperm,180,141,BMP,RGB
data\Non-Sperm\Non-Sperm (571).bmp,Non-Sperm,162,136,BMP,RGB
data\Non-Sperm\Non-Sperm (572).bmp,Non-Sperm,200,205,BMP,RGB
data\Non-Sperm\Non-Sperm (573).bmp,Non-Sperm,157,165,BMP,RGB
data\Non-Sperm\Non-Sperm (574).bmp,Non-Sperm,158,187,BMP,RGB
data\Non-Sperm\Non-Sperm (575).bmp,Non-Sperm,149,175,BMP,RGB
data\Non-Sperm\Non-Sperm (576).bmp,Non-Sperm,168,138,BMP,RGB
data\Non-Sperm\Non-Sperm (577).bmp,Non-Sperm,253,234,BMP,RGB
data\Non-Sperm\Non-Sperm (578).bmp,Non-Sperm,179,198,BMP,RGB
data\Non-Sperm\Non-Sperm (579).bmp,Non-Sperm,178,189,BMP,RGB
data\Non-Sperm\Non-Sperm (58).bmp,Non-Sperm,180,143,BMP,RGB
data\Non-Sperm\Non-Sperm (580).bmp,Non-Sperm,199,186,BMP,RGB
data\Non-Sperm\Non-Sperm (581).bmp,Non-Sperm,155,150,BMP,RGB
data\Non-Sperm\Non-Sperm (582).bmp,Non-Sperm,195,205,BMP,RGB
data\Non-Sperm\Non-Sperm (583).bmp,Non-Sperm,162,185,BMP,RGB
data\Non-Sperm\Non-Sperm (584).bmp,Non-Sperm,156,168,BMP,RGB
data\Non-Sperm\Non-Sperm (585).bmp,Non-Sperm,181,153,BMP,RGB
data\Non-Sperm\Non-Sperm (586).bmp,Non-Sperm,170,170,BMP,RGB
data\Non-Sperm\Non-Sperm (587).bmp,Non-Sperm,184,153,BMP,RGB
data\Non-Sperm\Non-Sperm (588).bmp,Non-Sperm,154,133,BMP,RGB
data\Non-Sperm\Non-Sperm (589).bmp,Non-Sperm,167,150,BMP,RGB
data\Non-Sperm\Non-Sperm (59).bmp,Non-Sperm,188,150,BMP,RGB
data\Non-Sperm\Non-Sperm (590).bmp,Non-Sperm,164,148,BMP,RGB
data\Non-Sperm\Non-Sperm (591).bmp,Non-Sperm,192,177,BMP,RGB
data\Non-Sperm\Non-Sperm (592).bmp,Non-Sperm,196,178,BMP,RGB
data\Non-Sperm\Non-Sperm (593).bmp,Non-Sperm,144,164,BMP,RGB
data\Non-Sperm\Non-Sperm (594).bmp,Non-Sperm,159,143,BMP,RGB
data\Non-Sperm\Non-Sperm (595).bmp,Non-Sperm,138,167,BMP,RGB
data\Non-Sperm\Non-Sperm (596).bmp,Non-Sperm,192,153,BMP,RGB
data\Non-Sperm\Non-Sperm (597).bmp,Non-Sperm,182,191,BMP,RGB
data\Non-Sperm\Non-Sperm (598).bmp,Non-Sperm,154,157,BMP,RGB
data\Non-Sperm\Non-Sperm (599).bmp,Non-Sperm,222,191,BMP,RGB
data\Non-Sperm\Non-Sperm (6).bmp,Non-Sperm,162,207,BMP,RGB
data\Non-Sperm\Non-Sperm (60).bmp,Non-Sperm,167,144,BMP,RGB
data\Non-Sperm\Non-Sperm (600).bmp,Non-Sperm,169,230,BMP,RGB
data\Non-Sperm\Non-Sperm (601).bmp,Non-Sperm,161,177,BMP,RGB
data\Non-Sperm\Non-Sperm (602).bmp,Non-Sperm,148,154,BMP,RGB
data\Non-Sperm\Non-Sperm (603).bmp,Non-Sperm,204,159,BMP,RGB
data\Non-Sperm\Non-Sperm (604).bmp,Non-Sperm,158,160,BMP,RGB
data\Non-Sperm\Non-Sperm (605).bmp,Non-Sperm,176,191,BMP,RGB
data\Non-Sperm\Non-Sperm (606).bmp,Non-Sperm,171,166,BMP,RGB
data\Non-Sperm\Non-Sperm (607).bmp,Non-Sperm,143,153,BMP,RGB
data\Non-Sperm\Non-Sperm (608).bmp,Non-Sperm,158,167,BMP,RGB
data\Non-Sperm\Non-Sperm (609).bmp,Non-Sperm,160,165,BMP,RGB
data\Non-Sperm\Non-Sperm (61).bmp,Non-Sperm,164,143,BMP,RGB
data\Non-Sperm\Non-Sperm (610).bmp,Non-Sperm,168,154,BMP,RGB
data\Non-Sperm\Non-Sperm (611).bmp,Non-Sperm,213,175,BMP,RGB
data\Non-Sperm\Non-Sperm (612).bmp,Non-Sperm,157,156,BMP,RGB
data\Non-Sperm\Non-Sperm (613).bmp,Non-Sperm,211,169,BMP,RGB
data\Non-Sperm\Non-Sperm (614).bmp,Non-Sperm,157,157,BMP,RGB
data\Non-Sperm\Non-Sperm (615).bmp,Non-Sperm,173,166,BMP,RGB
data\Non-Sperm\Non-Sperm (616).bmp,Non-Sperm,176,185,BMP,RGB
data\Non-Sperm\Non-Sperm (617).bmp,Non-Sperm,145,160,BMP,RGB
data\Non-Sperm\Non-Sperm (618).bmp,Non-Sperm,167,175,BMP,RGB
data\Non-Sperm\Non-Sperm (619).bmp,Non-Sperm,124,124,BMP,RGB
data\Non-Sperm\Non-Sperm (62).bmp,Non-Sperm,164,209,BMP,RGB
data\Non-Sperm\Non-Sperm (620).bmp,Non-Sperm,193,193,BMP,RGB
data\Non-Sperm\Non-Sperm (621).bmp,Non-Sperm,156,168,BMP,RGB
data\Non-Sperm\Non-Sperm (622).bmp,Non-Sperm,173,167,BMP,RGB
data\Non-Sperm\Non-Sperm (623).bmp,Non-Sperm,188,191,BMP,RGB
data\Non-Sperm\Non-Sperm (624).bmp,Non-Sperm,192,200,BMP,RGB
data\Non-Sperm\Non-Sperm (625).bmp,Non-Sperm,153,169,BMP,RGB
data\Non-Sperm\Non-Sperm (626).bmp,Non-Sperm,167,170,BMP,RGB
data\Non-Sperm\Non-Sperm (627).bmp,Non-Sperm,182,175,BMP,RGB
data\Non-Sperm\Non-Sperm (628).bmp,Non-Sperm,148,169,BMP,RGB
data\Non-Sperm\Non-Sperm (629).bmp,Non-Sperm,176,168,BMP,RGB
data\Non-Sperm\Non-Sperm (63).bmp,Non-Sperm,147,158,BMP,RGB
data\Non-Sperm\Non-Sperm (630).bmp,Non-Sperm,138,172,BMP,RGB
data\Non-Sperm\Non-Sperm (631).bmp,Non-Sperm,152,150,BMP,RGB
data\Non-Sperm\Non-Sperm (632).bmp,Non-Sperm,147,165,BMP,RGB
data\Non-Sperm\Non-Sperm (633).bmp,Non-Sperm,182,176,BMP,RGB
data\Non-Sperm\Non-Sperm (634).bmp,Non-Sperm,138,144,BMP,RGB
data\Non-Sperm\Non-Sperm (635).bmp,Non-Sperm,153,165,BMP,RGB
data\Non-Sperm\Non-Sperm (636).bmp,Non-Sperm,151,153,BMP,RGB
data\Non-Sperm\Non-Sperm (637).bmp,Non-Sperm,162,181,BMP,RGB
data\Non-Sperm\Non-Sperm (638).bmp,Non-Sperm,166,155,BMP,RGB
data\Non-Sperm\Non-Sperm (639).bmp,Non-Sperm,186,157,BMP,RGB
data\Non-Sperm\Non-Sperm (64).bmp,Non-Sperm,190,134,BMP,RGB
data\Non-Sperm\Non-Sperm (640).bmp,Non-Sperm,153,155,BMP,RGB
data\Non-Sperm\Non-Sperm (641).bmp,Non-Sperm,166,147,BMP,RGB
data\Non-Sperm\Non-Sperm (642).bmp,Non-Sperm,173,160,BMP,RGB
data\Non-Sperm\Non-Sperm (643).bmp,Non-Sperm,161,151,BMP,RGB
data\Non-Sperm\Non-Sperm (644).bmp,Non-Sperm,192,176,BMP,RGB
data\Non-Sperm\Non-Sperm (645).bmp,Non-Sperm,147,164,BMP,RGB
data\Non-Sperm\Non-Sperm (646).bmp,Non-Sperm,205,146,BMP,RGB
data\Non-Sperm\Non-Sperm (647).bmp,Non-Sperm,150,169,BMP,RGB
data\Non-Sperm\Non-Sperm (648).bmp,Non-Sperm,152,179,BMP,RGB
data\Non-Sperm\Non-Sperm (649).bmp,Non-Sperm,208,180,BMP,RGB
data\Non-Sperm\Non-Sperm (65).bmp,Non-Sperm,152,168,BMP,RGB
data\Non-Sperm\Non-Sperm (650).bmp,Non-Sperm,177,180,BMP,RGB
data\Non-Sperm\Non-Sperm (651).bmp,Non-Sperm,161,174,BMP,RGB
data\Non-Sperm\Non-Sperm (652).bmp,Non-Sperm,147,159,BMP,RGB
data\Non-Sperm\Non-Sperm (653).bmp,Non-Sperm,160,163,BMP,RGB
data\Non-Sperm\Non-Sperm (654).bmp,Non-Sperm,200,216,BMP,RGB
data\Non-Sperm\Non-Sperm (655).bmp,Non-Sperm,160,170,BMP,RGB
data\Non-Sperm\Non-Sperm (656).bmp,Non-Sperm,213,173,BMP,RGB
data\Non-Sperm\Non-Sperm (657).bmp,Non-Sperm,163,189,BMP,RGB
data\Non-Sperm\Non-Sperm (658).bmp,Non-Sperm,149,160,BMP,RGB
data\Non-Sperm\Non-Sperm (659).bmp,Non-Sperm,252,169,BMP,RGB
data\Non-Sperm\Non-Sperm (66).bmp,Non-Sperm,168,171,BMP,RGB
data\Non-Sperm\Non-Sperm (660).bmp,Non-Sperm,154,170,BMP,RGB
data\Non-Sperm\Non-Sperm (661).bmp,Non-Sperm,177,168,BMP,RGB
data\Non-Sperm\Non-Sperm (662).bmp,Non-Sperm,164,165,BMP,RGB
data\Non-Sperm\Non-Sperm (663).bmp,Non-Sperm,152,151,BMP,RGB
data\Non-Sperm\Non-Sperm (664).bmp,Non-Sperm,161,172,BMP,RGB
data\Non-Sperm\Non-Sperm (665).bmp,Non-Sperm,222,182,BMP,RGB
data\Non-Sperm\Non-Sperm (666).bmp,Non-Sperm,148,166,BMP,RGB
data\Non-Sperm\Non-Sperm (667).bmp,Non-Sperm,214,203,BMP,RGB
data\Non-Sperm\Non-Sperm (668).bmp,Non-Sperm,186,169,BMP,RGB
data\Non-Sperm\Non-Sperm (669).bmp,Non-Sperm,175,145,BMP,RGB
data\Non-Sperm\Non-Sperm (67).bmp,Non-Sperm,145,182,BMP,RGB
data\Non-Sperm\Non-Sperm (670).bmp,Non-Sperm,148,156,BMP,RGB
data\Non-Sperm\Non-Sperm (671).bmp,Non-Sperm,160,150,BMP,RGB
data\Non-Sperm\Non-Sperm (672).bmp,Non-Sperm,165,154,BMP,RGB
data\Non-Sperm\Non-Sperm (673).bmp,Non-Sperm,176,158,BMP,RGB
data\Non-Sperm\Non-Sperm (674).bmp,Non-Sperm,174,183,BMP,RGB
data\Non-Sperm\Non-Sperm (675).bmp,Non-Sperm,159,165,BMP,RGB
data\Non-Sperm\Non-Sperm (676).bmp,Non-Sperm,216,204,BMP,RGB
data\Non-Sperm\Non-Sperm (677).bmp,Non-Sperm,171,194,BMP,RGB
data\Non-Sperm\Non-Sperm (678).bmp,Non-Sperm,163,158,BMP,RGB
data\Non-Sperm\Non-Sperm (679).bmp,Non-Sperm,160,197,BMP,RGB
data\Non-Sperm\Non-Sperm (68).bmp,Non-Sperm,182,192,BMP,RGB
data\Non-Sperm\Non-Sperm (680).bmp,Non-Sperm,155,152,BMP,RGB
data\Non-Sperm\Non-Sperm (681).bmp,Non-Sperm,186,172,BMP,RGB
data\Non-Sperm\Non-Sperm (682).bmp,Non-Sperm,189,176,BMP,RGB
data\Non-Sperm\Non-Sperm (683).bmp,Non-Sperm,166,171,BMP,RGB
data\Non-Sperm\Non-Sperm (684).bmp,Non-Sperm,152,159,BMP,RGB
data\Non-Sperm\Non-Sperm (685).bmp,Non-Sperm,161,166,BMP,RGB
data\Non-Sperm\Non-Sperm (686).bmp,Non-Sperm,158,158,BMP,RGB
data\Non-Sperm\Non-Sperm (687).bmp,Non-Sperm,183,165,BMP,RGB
data\Non-Sperm\Non-Sperm (688).bmp,Non-Sperm,153,153,BMP,RGB
data\Non-Sperm\Non-Sperm (689).bmp,Non-Sperm,153,199,BMP,RGB
data\Non-Sperm\Non-Sperm (69).bmp,Non-Sperm,166,163,BMP,RGB
data\Non-Sperm\Non-Sperm (690).bmp,Non-Sperm,193,171,BMP,RGB
data\Non-Sperm\Non-Sperm (691).bmp,Non-Sperm,148,148,BMP,RGB
data\Non-Sperm\Non-Sperm (692).bmp,Non-Sperm,163,141,BMP,RGB
data\Non-Sperm\Non-Sperm (693).bmp,Non-Sperm,178,228,BMP,RGB
data\Non-Sperm\Non-Sperm (694).bmp,Non-Sperm,176,190,BMP,RGB
data\Non-Sperm\Non-Sperm (695).bmp,Non-Sperm,172,163,BMP,RGB
data\Non-Sperm\Non-Sperm (696).bmp,Non-Sperm,190,236,BMP,RGB
data\Non-Sperm\Non-Sperm (697).bmp,Non-Sperm,164,150,BMP,RGB
data\Non-Sperm\Non-Sperm (698).bmp,Non-Sperm,141,171,BMP,RGB
data\Non-Sperm\Non-Sperm (699).bmp,Non-Sperm,167,181,BMP,RGB
data\Non-Sperm\Non-Sperm (7).bmp,Non-Sperm,172,199,BMP,RGB
data\Non-Sperm\Non-Sperm (70).bmp,Non-Sperm,188,198,BMP,RGB
data\Non-Sperm\Non-Sperm (700).bmp,Non-Sperm,156,151,BMP,RGB
data\Non-Sperm\Non-Sperm (701).bmp,Non-Sperm,153,144,BMP,RGB
data\Non-Sperm\Non-Sperm (702).bmp,Non-Sperm,172,181,BMP,RGB
data\Non-Sperm\Non-Sperm (703).bmp,Non-Sperm,179,163,BMP,RGB
data\Non-Sperm\Non-Sperm (704).bmp,Non-Sperm,154,152,BMP,RGB
data\Non-Sperm\Non-Sperm (705).bmp,Non-Sperm,152,150,BMP,RGB
data\Non-Sperm\Non-Sperm (706).bmp,Non-Sperm,170,155,BMP,RGB
data\Non-Sperm\Non-Sperm (707).bmp,Non-Sperm,152,164,BMP,RGB
data\Non-Sperm\Non-Sperm (708).bmp,Non-Sperm,163,165,BMP,RGB
data\Non-Sperm\Non-Sperm (709).bmp,Non-Sperm,157,166,BMP,RGB
data\Non-Sperm\Non-Sperm (71).bmp,Non-Sperm,221,176,BMP,RGB
data\Non-Sperm\Non-Sperm (710).bmp,Non-Sperm,181,183,BMP,RGB
data\Non-Sperm\Non-Sperm (711).bmp,Non-Sperm,154,164,BMP,RGB
data\Non-Sperm\Non-Sperm (712).bmp,Non-Sperm,205,204,BMP,RGB
data\Non-Sperm\Non-Sperm (713).bmp,Non-Sperm,200,186,BMP,RGB
data\Non-Sperm\Non-Sperm (714).bmp,Non-Sperm,149,156,BMP,RGB
data\Non-Sperm\Non-Sperm (715).bmp,Non-Sperm,166,141,BMP,RGB
data\Non-Sperm\Non-Sperm (716).bmp,Non-Sperm,191,160,BMP,RGB
data\Non-Sperm\Non-Sperm (717).bmp,Non-Sperm,154,173,BMP,RGB
data\Non-Sperm\Non-Sperm (718).bmp,Non-Sperm,153,165,BMP,RGB
data\Non-Sperm\Non-Sperm (719).bmp,Non-Sperm,175,145,BMP,RGB
data\Non-Sperm\Non-Sperm (72).bmp,Non-Sperm,154,153,BMP,RGB
data\Non-Sperm\Non-Sperm (720).bmp,Non-Sperm,180,169,BMP,RGB
data\Non-Sperm\Non-Sperm (721).bmp,Non-Sperm,158,161,BMP,RGB
data\Non-Sperm\Non-Sperm (722).bmp,Non-Sperm,155,153,BMP,RGB
data\Non-Sperm\Non-Sperm (723).bmp,Non-Sperm,156,163,BMP,RGB
data\Non-Sperm\Non-Sperm (724).bmp,Non-Sperm,180,170,BMP,RGB
data\Non-Sperm\Non-Sperm (725).bmp,Non-Sperm,179,192,BMP,RGB
data\Non-Sperm\Non-Sperm (726).bmp,Non-Sperm,172,161,BMP,RGB
data\Non-Sperm\Non-Sperm (727).bmp,Non-Sperm,156,154,BMP,RGB
data\Non-Sperm\Non-Sperm (728).bmp,Non-Sperm,143,166,BMP,RGB
data\Non-Sperm\Non-Sperm (729).bmp,Non-Sperm,150,162,BMP,RGB
data\Non-Sperm\Non-Sperm (73).bmp,Non-Sperm,178,139,BMP,RGB
data\Non-Sperm\Non-Sperm (730).bmp,Non-Sperm,159,163,BMP,RGB
data\Non-Sperm\Non-Sperm (731).bmp,Non-Sperm,165,166,BMP,RGB
data\Non-Sperm\Non-Sperm (732).bmp,Non-Sperm,180,164,BMP,RGB
data\Non-Sperm\Non-Sperm (733).bmp,Non-Sperm,146,170,BMP,RGB
data\Non-Sperm\Non-Sperm (734).bmp,Non-Sperm,185,199,BMP,RGB
data\Non-Sperm\Non-Sperm (735).bmp,Non-Sperm,146,159,BMP,RGB
data\Non-Sperm\Non-Sperm (736).bmp,Non-Sperm,155,154,BMP,RGB
data\Non-Sperm\Non-Sperm (737).bmp,Non-Sperm,151,151,BMP,RGB
data\Non-Sperm\Non-Sperm (738).bmp,Non-Sperm,183,161,BMP,RGB
data\Non-Sperm\Non-Sperm (739).bmp,Non-Sperm,205,193,BMP,RGB
data\Non-Sperm\Non-Sperm (74).bmp,Non-Sperm,173,143,BMP,RGB
data\Non-Sperm\Non-Sperm (740).bmp,Non-Sperm,157,150,BMP,RGB
data\Non-Sperm\Non-Sperm (741).bmp,Non-Sperm,149,158,BMP,RGB
data\Non-Sperm\Non-Sperm (742).bmp,Non-Sperm,182,191,BMP,RGB
data\Non-Sperm\Non-Sperm (743).bmp,Non-Sperm,161,167,BMP,RGB
data\Non-Sperm\Non-Sperm (744).bmp,Non-Sperm,205,186,BMP,RGB
data\Non-Sperm\Non-Sperm (745).bmp,Non-Sperm,155,153,BMP,RGB
data\Non-Sperm\Non-Sperm (746).bmp,Non-Sperm,155,164,BMP,RGB
data\Non-Sperm\Non-Sperm (747).bmp,Non-Sperm,165,182,BMP,RGB
data\Non-Sperm\Non-Sperm (748).bmp,Non-Sperm,172,207,BMP,RGB
data\Non-Sperm\Non-Sperm (749).bmp,Non-Sperm,161,162,BMP,RGB
data\Non-Sperm\Non-Sperm (75).bmp,Non-Sperm,160,203,BMP,RGB
data\Non-Sperm\Non-Sperm (750).bmp,Non-Sperm,179,170,BMP,RGB
data\Non-Sperm\Non-Sperm (751).bmp,Non-Sperm,145,156,BMP,RGB
data\Non-Sperm\Non-Sperm (752).bmp,Non-Sperm,196,180,BMP,RGB
data\Non-Sperm\Non-Sperm (753).bmp,Non-Sperm,181,177,BMP,RGB
data\Non-Sperm\Non-Sperm (754).bmp,Non-Sperm,156,164,BMP,RGB
data\Non-Sperm\Non-Sperm (755).bmp,Non-Sperm,226,189,BMP,RGB
data\Non-Sperm\Non-Sperm (756).bmp,Non-Sperm,181,173,BMP,RGB
data\Non-Sperm\Non-Sperm (757).bmp,Non-Sperm,221,192,BMP,RGB
data\Non-Sperm\Non-Sperm (758).bmp,Non-Sperm,176,154,BMP,RGB
data\Non-Sperm\Non-Sperm (759).bmp,Non-Sperm,146,152,BMP,RGB
data\Non-Sperm\Non-Sperm (76).bmp,Non-Sperm,210,175,BMP,RGB
data\Non-Sperm\Non-Sperm (760).bmp,Non-Sperm,162,182,BMP,RGB
data\Non-Sperm\Non-Sperm (761).bmp,Non-Sperm,166,196,BMP,RGB
data\Non-Sperm\Non-Sperm (762).bmp,Non-Sperm,181,147,BMP,RGB
data\Non-Sperm\Non-Sperm (763).bmp,Non-Sperm,228,189,BMP,RGB
data\Non-Sperm\Non-Sperm (764).bmp,Non-Sperm,173,158,BMP,RGB
data\Non-Sperm\Non-Sperm (765).bmp,Non-Sperm,174,228,BMP,RGB
data\Non-Sperm\Non-Sperm (766).bmp,Non-Sperm,173,147,BMP,RGB
data\Non-Sperm\Non-Sperm (767).bmp,Non-Sperm,181,184,BMP,RGB
data\Non-Sperm\Non-Sperm (768).bmp,Non-Sperm,170,168,BMP,RGB
data\Non-Sperm\Non-Sperm (769).bmp,Non-Sperm,160,167,BMP,RGB
data\Non-Sperm\Non-Sperm (77).bmp,Non-Sperm,169,150,BMP,RGB
data\Non-Sperm\Non-Sperm (770).bmp,Non-Sperm,172,164,BMP,RGB
data\Non-Sperm\Non-Sperm (771).bmp,Non-Sperm,156,179,BMP,RGB
data\Non-Sperm\Non-Sperm (772).bmp,Non-Sperm,154,174,BMP,RGB
data\Non-Sperm\Non-Sperm (773).bmp,Non-Sperm,156,160,BMP,RGB
data\Non-Sperm\Non-Sperm (774).bmp,Non-Sperm,184,205,BMP,RGB
data\Non-Sperm\Non-Sperm (775).bmp,Non-Sperm,150,150,BMP,RGB
data\Non-Sperm\Non-Sperm (776).bmp,Non-Sperm,152,144,BMP,RGB
data\Non-Sperm\Non-Sperm (777).bmp,Non-Sperm,190,177,BMP,RGB
data\Non-Sperm\Non-Sperm (778).bmp,Non-Sperm,162,177,BMP,RGB
data\Non-Sperm\Non-Sperm (779).bmp,Non-Sperm,207,185,BMP,RGB
data\Non-Sperm\Non-Sperm (78).bmp,Non-Sperm,161,235,BMP,RGB
data\Non-Sperm\Non-Sperm (780).bmp,Non-Sperm,153,154,BMP,RGB
data\Non-Sperm\Non-Sperm (781).bmp,Non-Sperm,175,173,BMP,RGB
data\Non-Sperm\Non-Sperm (782).bmp,Non-Sperm,156,157,BMP,RGB
data\Non-Sperm\Non-Sperm (783).bmp,Non-Sperm,173,181,BMP,RGB
data\Non-Sperm\Non-Sperm (784).bmp,Non-Sperm,162,173,BMP,RGB
data\Non-Sperm\Non-Sperm (785).bmp,Non-Sperm,149,155,BMP,RGB
data\Non-Sperm\Non-Sperm (786).bmp,Non-Sperm,166,189,BMP,RGB
data\Non-Sperm\Non-Sperm (787).bmp,Non-Sperm,183,186,BMP,RGB
